NFL Week 1 Over Under Totals 2018,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
NFL Week 9 Over Under Totals 2011,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
ATL 31 @ IND 7,2011-11-06,45,under,45,under,38
TB 16 @ NO 27,2011-11-06,51.5,under,50.5,under,43
CLE 12 @ HOU 30,2011-11-06,40.5,over,41,over,42
NYJ 27 @ BUF 11,2011-11-06,43.5,under,45,under,38
MIA 31 @ KC 3,2011-11-06,39.5,under,40.5,under,34
SF 19 @ WAS 11,2011-11-06,39.5,under,37.5,under,30
SEA 13 @ DAL 23,2011-11-06,42.5,under,45,under,36
DEN 38 @ OAK 24,2011-11-06,45,over,42.5,over,62
CIN 24 @ TEN 17,2011-11-06,40.5,over,41.5,under,41
STL 13 @ ARI 19,2011-11-06,43.5,under,41.5,under,32
NYG 24 @ NE 20,2011-11-06,52.5,under,51,under,44
GB 45 @ SD 38,2011-11-06,52,over,50.5,over,83
BAL 23 @ PIT 20,2011-11-06,42,over,41.5,over,43
CHI 30 @ PHI 24,2011-11-07,48,over,47,over,54
NFL Week 9 Over Under Totals 2010,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
CHI 22 @ BUF 19,2010-11-07,40.5,over,41.5,under,41
SD 29 @ HOU 23,2010-11-07,49.5,over,50,over,52
NO 34 @ CAR 3,2010-11-07,41,under,40,under,37
ARI 24 @ MIN 27,2010-11-07,41,over,42.5,over,51
TB 21 @ ATL 27,2010-11-07,45.5,over,44.5,over,48
NYJ 23 @ DET 20,2010-11-07,43,push,42.5,over,43
MIA 10 @ BAL 26,2010-11-07,40,under,40.5,under,36
NE 14 @ CLE 34,2010-11-07,44,over,44,over,48
NYG 41 @ SEA 7,2010-11-07,41,over,40.5,over,48
KC 20 @ OAK 23,2010-11-07,41.5,over,41,over,43
IND 24 @ PHI 26,2010-11-07,47,over,46.5,over,50
DAL 7 @ GB 45,2010-11-07,44,over,46,over,52
PIT 27 @ CIN 21,2010-11-08,41.5,over,41.5,over,48
NFL Week 9 Over Under Totals 2009,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
KC 21 @ JAC 24,2009-11-08,42,over,41.5,over,45
BAL 7 @ CIN 17,2009-11-08,43.5,under,45,under,24
HOU 17 @ IND 20,2009-11-08,48,under,50.5,under,37
WAS 17 @ ATL 31,2009-11-08,42,over,41,over,48
GB 28 @ TB 38,2009-11-08,44,over,43,over,66
ARI 41 @ CHI 21,2009-11-08,45,over,44.5,over,62
MIA 17 @ NE 27,2009-11-08,47,under,47,under,44
CAR 20 @ NO 30,2009-11-08,51.5,under,51,under,50
DET 20 @ SEA 32,2009-11-08,43.5,over,42,over,52
TEN 34 @ SF 27,2009-11-08,40.5,over,41,over,61
SD 21 @ NYG 20,2009-11-08,47.5,under,48.5,under,41
DAL 20 @ PHI 16,2009-11-08,47.5,under,50,under,36
PIT 28 @ DEN 10,2009-11-09,38.5,under,41,under,38
NFL Week 9 Over Under Totals 2008,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
HOU 21 @ MIN 28,2008-11-02,45,over,46.5,over,49
JAC 19 @ CIN 21,2008-11-02,40,push,40,push,40
TB 30 @ KC 27,2008-11-02,37,over,36.5,over,57
BAL 37 @ CLE 27,2008-11-02,36.5,over,36.5,over,64
NYJ 26 @ BUF 17,2008-11-02,41,over,43,push,43
ARI 34 @ STL 13,2008-11-02,49.5,under,49.5,under,47
DET 23 @ CHI 27,2008-11-02,44,over,43.5,over,50
GB 16 @ TEN 19,2008-11-02,42.5,under,41,under,35
MIA 26 @ DEN 17,2008-11-02,47.5,under,50,under,43
ATL 24 @ OAK 0,2008-11-02,40.5,under,41,under,24
DAL 14 @ NYG 35,2008-11-02,41,over,42,over,49
PHI 26 @ SEA 7,2008-11-02,43,under,43.5,under,33
NE 15 @ IND 18,2008-11-02,45,under,44,under,33
PIT 23 @ WAS 6,2008-11-03,37,under,37.5,under,29
NFL Week 9 Over Under Totals 2007,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
WAS 23 @ NYJ 20,2007-11-04,35.5,over,35.5,over,43
GB 33 @ KC 22,2007-11-04,38.5,over,38,over,55
ARI 10 @ TB 17,2007-11-04,36,under,39,under,27
CAR 7 @ TEN 20,2007-11-04,37,under,36,under,27
SF 16 @ ATL 20,2007-11-04,37,under,37,under,36
DEN 7 @ DET 44,2007-11-04,45.5,over,46.5,over,51
CIN 21 @ BUF 33,2007-11-04,43.5,over,44,over,54
SD 17 @ MIN 35,2007-11-04,41,over,41.5,over,52
JAC 24 @ NO 41,2007-11-04,40,over,40,over,65
SEA 30 @ CLE 33,2007-11-04,47,over,46.5,over,63
NE 24 @ IND 20,2007-11-04,57,under,56,under,44
HOU 24 @ OAK 17,2007-11-04,42,under,41,push,41
DAL 38 @ PHI 17,2007-11-04,46.5,over,46,over,55
BAL 7 @ PIT 38,2007-11-05,37,over,36,over,45
NFL Week 10 Over Under Totals 2018,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
CAR 21 @ PIT 52,2018-11-08,50,over,51,over,73
ARI 14 @ KC 26,2018-11-11,50,under,49.5,under,40
BUF 41 @ NYJ 10,2018-11-11,36.5,over,38,over,51
JAC 26 @ IND 29,2018-11-11,47.5,over,48,over,55
NE 10 @ TEN 34,2018-11-11,46.5,under,47,under,44
NO 51 @ CIN 14,2018-11-11,55,over,53,over,65
WAS 16 @ TB 3,2018-11-11,51.5,under,51,under,19
ATL 16 @ CLE 28,2018-11-11,50.5,under,49.5,under,44
DET 22 @ CHI 34,2018-11-11,46.5,over,44.5,over,56
MIA 12 @ GB 31,2018-11-11,47.5,under,48.5,under,43
LAC 20 @ OAK 6,2018-11-11,50.5,under,50,under,26
SEA 31 @ LAR 36,2018-11-11,51.5,over,51,over,67
DAL 27 @ PHI 20,2018-11-11,43,over,45.5,over,47
NYG 27 @ SF 23,2018-11-12,43.5,over,43.5,over,50
NFL Week 10 Over Under Totals 2017,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
SEA 22 @ ARI 16,2017-11-09,42.5,under,40,under,38
LAC 17 @ JAC 20,2017-11-12,41.5,under,40.5,under,37
NYJ 10 @ TB 15,2017-11-12,41,under,44.5,under,25
NO 47 @ BUF 10,2017-11-12,48,over,48.5,over,57
MIN 38 @ WAS 30,2017-11-12,42,over,43,over,68
CIN 20 @ TEN 24,2017-11-12,40.5,over,40.5,over,44
GB 23 @ CHI 16,2017-11-12,38,over,37.5,over,39
CLE 24 @ DET 38,2017-11-12,43.5,over,42.5,over,62
PIT 20 @ IND 17,2017-11-12,43,under,47,under,37
HOU 7 @ LAR 33,2017-11-12,47,under,45,under,40
DAL 7 @ ATL 27,2017-11-12,53,under,49,under,34
NYG 21 @ SF 31,2017-11-12,42,over,41.5,over,52
NE 41 @ DEN 16,2017-11-12,46,over,45,over,57
MIA 21 @ CAR 45,2017-11-13,39.5,over,38.5,over,66
NFL Week 10 Over Under Totals 2016,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
CLE 7 @ BAL 28,2016-11-10,45,under,44,under,35
HOU 24 @ JAC 21,2016-11-13,43.5,over,42,over,45
KC 20 @ CAR 17,2016-11-13,44,under,44,under,37
LA 9 @ NYJ 6,2016-11-13,41,under,39,under,15
ATL 15 @ PHI 24,2016-11-13,49.5,under,48.5,under,39
GB 25 @ TEN 47,2016-11-13,48.5,over,48.5,over,72
MIN 20 @ WAS 26,2016-11-13,42.5,over,42,over,46
CHI 10 @ TB 36,2016-11-13,45.5,over,45,over,46
DEN 25 @ NO 23,2016-11-13,48,push,50,under,48
MIA 31 @ SD 24,2016-11-13,47.5,over,48.5,over,55
SF 20 @ ARI 23,2016-11-13,49,under,46.5,under,43
DAL 35 @ PIT 30,2016-11-13,49.5,over,50.5,over,65
SEA 31 @ NE 24,2016-11-13,48.5,over,49.5,over,55
CIN 20 @ NYG 21,2016-11-14,45.5,under,49.5,under,41
NFL Week 10 Over Under Totals 2015,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
BUF 22 @ NYJ 17,2015-11-12,44,under,41.5,under,39
DET 18 @ GB 16,2015-11-15,47.5,under,50,under,34
JAC 22 @ BAL 20,2015-11-15,49,under,47,under,42
CHI 37 @ STL 13,2015-11-15,42.5,over,42,over,50
CLE 9 @ PIT 30,2015-11-15,41,under,43.5,under,39
CAR 27 @ TEN 10,2015-11-15,42,under,42.5,under,37
NO 14 @ WAS 47,2015-11-15,51,over,52,over,61
DAL 6 @ TB 10,2015-11-15,43,under,43.5,under,16
MIA 20 @ PHI 19,2015-11-15,46.5,under,49,under,39
MIN 30 @ OAK 14,2015-11-15,43,over,44,push,44
KC 29 @ DEN 13,2015-11-15,42.5,under,42,push,42
NE 27 @ NYG 26,2015-11-15,55,under,52.5,over,53
ARI 39 @ SEA 32,2015-11-15,45.5,over,43.5,over,71
HOU 10 @ CIN 6,2015-11-16,47,under,46.5,under,16
NFL Week 10 Over Under Totals 2014,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
CLE 24 @ CIN 3,2014-11-06,44,under,45.5,under,27
KC 17 @ BUF 13,2014-11-09,42,under,42,under,30
MIA 16 @ DET 20,2014-11-09,43.5,under,43,under,36
DAL 31 @ JAC 17,2014-11-09,45.5,over,45,over,48
SF 27 @ NO 24,2014-11-09,49.5,over,49.5,over,51
TEN 7 @ BAL 21,2014-11-09,44,under,44.5,under,28
PIT 13 @ NYJ 20,2014-11-09,45,under,47,under,33
ATL 27 @ TB 17,2014-11-09,44.5,under,47,under,44
DEN 41 @ OAK 17,2014-11-09,48,over,50.5,over,58
STL 14 @ ARI 31,2014-11-09,43,over,43,over,45
NYG 17 @ SEA 38,2014-11-09,44.5,over,44.5,over,55
CHI 14 @ GB 55,2014-11-09,54,over,53,over,69
CAR 21 @ PHI 45,2014-11-10,48,over,48.5,over,66
NFL Week 10 Over Under Totals 2013,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
WAS 27 @ MIN 34,2013-11-07,48,over,48,over,61
CIN 17 @ BAL 20,2013-11-10,41.5,under,44,under,37
DET 21 @ CHI 19,2013-11-10,52,under,52,under,40
PHI 27 @ GB 13,2013-11-10,48,under,47,under,40
STL 38 @ IND 8,2013-11-10,43,over,43,over,46
SEA 33 @ ATL 10,2013-11-10,45,under,47,under,43
OAK 20 @ NYG 24,2013-11-10,43.5,over,41,over,44
JAC 29 @ TEN 27,2013-11-10,41,over,41.5,over,56
BUF 10 @ PIT 23,2013-11-10,43,under,42.5,under,33
CAR 10 @ SF 9,2013-11-10,41.5,under,43,under,19
HOU 24 @ ARI 27,2013-11-10,40,over,41.5,over,51
DEN 28 @ SD 20,2013-11-10,57.5,under,56,under,48
DAL 17 @ NO 49,2013-11-10,52.5,over,54,over,66
MIA 19 @ TB 22,2013-11-11,40.5,over,39,over,41
NFL Week 10 Over Under Totals 2012,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
IND 27 @ JAC 10,2012-11-08,42.5,under,43.5,under,37
DEN 36 @ CAR 14,2012-11-11,48.5,over,46.5,over,50
NYG 13 @ CIN 31,2012-11-11,48.5,under,47,under,44
TEN 37 @ MIA 3,2012-11-11,44,under,44,under,40
DET 24 @ MIN 34,2012-11-11,47,over,46,over,58
OAK 20 @ BAL 55,2012-11-11,47,over,48,over,75
BUF 31 @ NE 37,2012-11-11,51.5,over,54,over,68
SD 24 @ TB 34,2012-11-11,48,over,46.5,over,58
ATL 27 @ NO 31,2012-11-11,53.5,over,54,over,58
NYJ 7 @ SEA 28,2012-11-11,38.5,under,38.5,under,35
DAL 38 @ PHI 23,2012-11-11,45.5,over,44,over,61
STL 24 @ SF 24,2012-11-11,38,over,38,over,48
HOU 13 @ CHI 6,2012-11-11,43,under,38.5,under,19
KC 13 @ PIT 16,2012-11-12,43,under,41,under,29
NFL Week 10 Over Under Totals 2011,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
OAK 24 @ SD 17,2011-11-10,48.5,under,47.5,under,41
PIT 24 @ CIN 17,2011-11-13,42,under,40.5,over,41
DEN 17 @ KC 10,2011-11-13,41.5,under,42,under,27
JAC 17 @ IND 3,2011-11-13,37.5,under,37.5,under,20
BUF 7 @ DAL 44,2011-11-13,47.5,over,48.5,over,51
HOU 37 @ TB 9,2011-11-13,45.5,over,45.5,over,46
TEN 30 @ CAR 3,2011-11-13,45.5,under,47.5,under,33
WAS 9 @ MIA 20,2011-11-13,37.5,under,38.5,under,29
NO 26 @ ATL 23,2011-11-13,51.5,under,49.5,under,49
STL 13 @ CLE 12,2011-11-13,37.5,under,36.5,under,25
BAL 17 @ SEA 22,2011-11-13,39.5,under,38.5,over,39
DET 13 @ CHI 37,2011-11-13,46,over,42.5,over,50
NYG 20 @ SF 27,2011-11-13,42.5,over,42.5,over,47
NE 37 @ NYJ 16,2011-11-13,47.5,over,47.5,over,53
ARI 21 @ PHI 17,2011-11-13,47,under,47,under,38
MIN 7 @ GB 45,2011-11-14,51,over,49,over,52
NFL Week 10 Over Under Totals 2010,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
BAL 21 @ ATL 26,2010-11-11,43,over,43.5,over,47
CIN 17 @ IND 23,2010-11-14,47.5,under,47,under,40
HOU 24 @ JAC 31,2010-11-14,50,over,48,over,55
TEN 17 @ MIA 29,2010-11-14,41.5,over,43,over,46
MIN 13 @ CHI 27,2010-11-14,39,over,41,under,40
DET 12 @ BUF 14,2010-11-14,42.5,under,45,under,26
NYJ 26 @ CLE 20,2010-11-14,38,over,37,over,46
CAR 16 @ TB 31,2010-11-14,35,over,36.5,over,47
KC 29 @ DEN 49,2010-11-14,42,over,44,over,78
STL 20 @ SF 23,2010-11-14,38.5,over,38.5,over,43
SEA 36 @ ARI 18,2010-11-14,41,over,41,over,54
DAL 33 @ NYG 20,2010-11-14,44,over,46,over,53
NE 39 @ PIT 26,2010-11-14,45,over,44.5,over,65
PHI 59 @ WAS 28,2010-11-15,41.5,over,43.5,over,87
NFL Week 10 Over Under Totals 2009,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
CHI 6 @ SF 10,2009-11-12,43.5,under,43,under,16
JAC 24 @ NYJ 22,2009-11-15,39,over,41,over,46
DEN 17 @ WAS 27,2009-11-15,36,over,36,over,44
CIN 18 @ PIT 12,2009-11-15,42,under,41,under,30
BUF 17 @ TEN 41,2009-11-15,41,over,41,over,58
DET 10 @ MIN 27,2009-11-15,48.5,under,47.5,under,37
NO 28 @ STL 23,2009-11-15,50,over,50.5,over,51
ATL 19 @ CAR 28,2009-11-15,44,over,43.5,over,47
TB 23 @ MIA 25,2009-11-15,43.5,over,43,over,48
KC 16 @ OAK 10,2009-11-15,36.5,under,36.5,under,26
SEA 20 @ ARI 31,2009-11-15,47,over,46.5,over,51
PHI 23 @ SD 31,2009-11-15,47.5,over,47,over,54
DAL 7 @ GB 17,2009-11-15,47.5,under,48,under,24
NE 34 @ IND 35,2009-11-15,50,over,48,over,69
BAL 16 @ CLE 0,2009-11-16,40.5,under,39.5,under,16
NFL Week 10 Over Under Totals 2008,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
DEN 34 @ CLE 30,2008-11-06,48,over,47,over,64
JAC 38 @ DET 14,2008-11-09,45,over,43,over,52
TEN 21 @ CHI 14,2008-11-09,39.5,under,37,under,35
BUF 10 @ NE 20,2008-11-09,41,under,41,under,30
NO 20 @ ATL 34,2008-11-09,49,over,51,over,54
STL 3 @ NYJ 47,2008-11-09,45.5,over,43.5,over,50
SEA 19 @ MIA 21,2008-11-09,43.5,under,41.5,under,40
GB 27 @ MIN 28,2008-11-09,46,over,44,over,55
BAL 41 @ HOU 13,2008-11-09,41,over,43.5,over,54
CAR 17 @ OAK 6,2008-11-09,38,under,37.5,under,23
KC 19 @ SD 20,2008-11-09,47,under,47,under,39
IND 24 @ PIT 20,2008-11-09,39.5,over,38.5,over,44
NYG 36 @ PHI 31,2008-11-09,44,over,42.5,over,67
SF 24 @ ARI 29,2008-11-10,47,over,47.5,over,53
NFL Week 10 Over Under Totals 2007,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
JAC 28 @ TEN 13,2007-11-11,35,over,36,over,41
DEN 27 @ KC 11,2007-11-11,37.5,over,37,over,38
BUF 13 @ MIA 10,2007-11-11,40.5,under,41,under,23
CLE 28 @ PIT 31,2007-11-11,47.5,over,47,over,59
STL 37 @ NO 29,2007-11-11,44.5,over,46.5,over,66
ATL 20 @ CAR 13,2007-11-11,36.5,under,35.5,under,33
PHI 33 @ WAS 25,2007-11-11,38,over,37.5,over,58
MIN 0 @ GB 34,2007-11-11,40.5,under,41,under,34
CIN 21 @ BAL 7,2007-11-11,44.5,under,44.5,under,28
CHI 17 @ OAK 6,2007-11-11,38,under,38.5,under,23
DAL 31 @ NYG 20,2007-11-11,49.5,over,48,over,51
DET 21 @ ARI 31,2007-11-11,45,over,45,over,52
IND 21 @ SD 23,2007-11-11,49.5,under,47.5,under,44
SF 0 @ SEA 24,2007-11-12,39.5,under,37.5,under,24
NFL Week 11 Over Under Totals 2018,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
GB 24 @ SEA 27,2018-11-15,49.5,over,49,over,51
CAR 19 @ DET 20,2018-11-18,51.5,under,48,under,39
CIN 21 @ BAL 24,2018-11-18,43.5,over,44,over,45
DAL 22 @ ATL 19,2018-11-18,48,under,50,under,41
HOU 23 @ WAS 21,2018-11-18,43,over,40.5,over,44
MIN 20 @ CHI 25,2018-11-18,45.5,under,44,over,45
PHI 7 @ NO 48,2018-11-18,54,over,56.5,under,55
TB 35 @ NYG 38,2018-11-18,52,over,54.5,over,73
TEN 10 @ IND 38,2018-11-18,48,push,50,under,48
DEN 23 @ LAC 22,2018-11-18,46.5,under,47,under,45
OAK 23 @ ARI 21,2018-11-18,41,over,41,over,44
PIT 20 @ JAC 16,2018-11-18,47.5,under,47,under,36
KC 51 @ LAR 54,2018-11-19,63.5,over,63.5,over,105
NFL Week 11 Over Under Totals 2017,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
TEN 17 @ PIT 40,2017-11-16,44,over,44.5,over,57
LAR 7 @ MIN 24,2017-11-19,46,under,46,under,31
DET 27 @ CHI 24,2017-11-19,44,over,41,over,51
KC 9 @ NYG 12,2017-11-19,43.5,under,44.5,under,21
WAS 31 @ NO 34,2017-11-19,50,over,52.5,over,65
JAC 19 @ CLE 7,2017-11-19,38,under,37,under,26
BAL 23 @ GB 0,2017-11-19,38.5,under,38.5,under,23
ARI 21 @ HOU 31,2017-11-19,38.5,over,38,over,52
BUF 24 @ LAC 54,2017-11-19,43.5,over,41.5,over,78
CIN 20 @ DEN 17,2017-11-19,40,under,37.5,under,37
NE 33 @ OAK 8,2017-11-19,50,under,55,under,41
PHI 37 @ DAL 9,2017-11-19,47,under,48,under,46
ATL 34 @ SEA 31,2017-11-20,45,over,46,over,65
NFL Week 11 Over Under Totals 2016,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
NO 20 @ CAR 23,2016-11-17,52,under,52.5,under,43
CHI 16 @ NYG 22,2016-11-20,45.5,under,41.5,under,38
ARI 24 @ MIN 30,2016-11-20,41.5,over,39.5,over,54
BAL 17 @ DAL 27,2016-11-20,44,push,44.5,under,44
TEN 17 @ IND 24,2016-11-20,53,under,53.5,under,41
BUF 16 @ CIN 12,2016-11-20,47,under,48,under,28
PIT 24 @ CLE 9,2016-11-20,49.5,under,45.5,under,33
JAC 19 @ DET 26,2016-11-20,47,under,47,under,45
TB 19 @ KC 17,2016-11-20,44.5,under,45,under,36
MIA 14 @ LA 10,2016-11-20,40.5,under,39,under,24
PHI 15 @ SEA 26,2016-11-20,45.5,under,43,under,41
NE 30 @ SF 17,2016-11-20,51.5,under,51.5,under,47
GB 24 @ WAS 42,2016-11-20,50,over,48.5,over,66
HOU 20 @ OAK 27,2016-11-21,46,over,45.5,over,47
NFL Week 11 Over Under Totals 2015,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
TEN 13 @ JAC 19,2015-11-19,44.5,under,41.5,under,32
STL 13 @ BAL 16,2015-11-22,43,under,41,under,29
WAS 16 @ CAR 44,2015-11-22,45.5,over,44,over,60
DEN 17 @ CHI 15,2015-11-22,43,under,41.5,under,32
OAK 13 @ DET 18,2015-11-22,47.5,under,50,under,31
GB 30 @ MIN 13,2015-11-22,45,under,45,under,43
IND 24 @ ATL 21,2015-11-22,47,under,47.5,under,45
DAL 24 @ MIA 14,2015-11-22,46,under,45,under,38
TB 45 @ PHI 17,2015-11-22,45,over,46,over,62
NYJ 17 @ HOU 24,2015-11-22,40,over,40,over,41
CIN 31 @ ARI 34,2015-11-22,47,over,48,over,65
SF 13 @ SEA 29,2015-11-22,40.5,over,40,over,42
KC 33 @ SD 3,2015-11-22,45.5,under,45.5,under,36
BUF 13 @ NE 20,2015-11-23,49.5,under,47.5,under,33
NFL Week 11 Over Under Totals 2014,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
BUF 9 @ MIA 22,2014-11-13,42.5,under,40.5,under,31
MIN 13 @ CHI 21,2014-11-16,47,under,46.5,under,34
HOU 23 @ CLE 7,2014-11-16,42.5,under,42,under,30
PHI 20 @ GB 53,2014-11-16,56.5,over,55.5,over,73
SEA 20 @ KC 24,2014-11-16,42.5,over,43.5,over,44
ATL 19 @ CAR 17,2014-11-16,46,under,46.5,under,36
CIN 27 @ NO 10,2014-11-16,50.5,under,51,under,37
TB 27 @ WAS 7,2014-11-16,45,under,45.5,under,34
DEN 7 @ STL 22,2014-11-16,50.5,under,49.5,under,29
SF 16 @ NYG 10,2014-11-16,43.5,under,45,under,26
OAK 6 @ SD 13,2014-11-16,44,under,,over,19
DET 6 @ ARI 14,2014-11-16,41.5,under,41.5,under,20
NE 42 @ IND 20,2014-11-16,57,over,58,over,62
PIT 27 @ TEN 24,2014-11-17,47,over,46.5,over,51
NFL Week 11 Over Under Totals 2013,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
IND 30 @ TEN 27,2013-11-14,42,over,42,over,57
NYJ 14 @ BUF 37,2013-11-17,40.5,over,39.5,over,51
ATL 28 @ TB 41,2013-11-17,43.5,over,44,over,69
DET 27 @ PIT 37,2013-11-17,47.5,over,45,over,64
WAS 16 @ PHI 24,2013-11-17,52,under,54.5,under,40
SD 16 @ MIA 20,2013-11-17,45.5,under,44,under,36
BAL 20 @ CHI 23,2013-11-17,46.5,under,41,over,43
CLE 20 @ CIN 41,2013-11-17,41.5,over,40,over,61
OAK 28 @ HOU 23,2013-11-17,43.5,over,41,over,51
ARI 27 @ JAC 14,2013-11-17,41,push,40.5,over,41
KC 17 @ DEN 27,2013-11-17,51,under,48.5,under,44
MIN 20 @ SEA 41,2013-11-17,46.5,over,45,over,61
SF 20 @ NO 23,2013-11-17,47.5,under,50,under,43
GB 13 @ NYG 27,2013-11-17,43,under,41,under,40
NE 20 @ CAR 24,2013-11-18,44.5,under,46.5,under,44
NFL Week 11 Over Under Totals 2012,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
MIA 14 @ BUF 19,2012-11-15,46,under,46,under,33
TB 27 @ CAR 21,2012-11-18,48,push,46,over,48
CLE 20 @ DAL 23,2012-11-18,44,under,43.5,under,43
GB 24 @ DET 20,2012-11-18,51,under,53.5,under,44
JAC 37 @ HOU 43,2012-11-18,42.5,over,40.5,over,80
ARI 19 @ ATL 23,2012-11-18,46,under,43,under,42
CIN 28 @ KC 6,2012-11-18,44,under,41,under,34
PHI 6 @ WAS 31,2012-11-18,45,under,46,under,37
NYJ 27 @ STL 13,2012-11-18,38,over,38,over,40
IND 24 @ NE 59,2012-11-18,53,over,54.5,over,83
NO 38 @ OAK 17,2012-11-18,54,over,56.5,under,55
SD 23 @ DEN 30,2012-11-18,51,over,47.5,over,53
BAL 13 @ PIT 10,2012-11-18,46,under,41,under,23
CHI 7 @ SF 32,2012-11-19,37.5,over,34.5,over,39
NFL Week 11 Over Under Totals 2011,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
NYJ 13 @ DEN 17,2011-11-17,42.5,under,38.5,under,30
BUF 8 @ MIA 35,2011-11-20,43,push,44,under,43
CIN 24 @ BAL 31,2011-11-20,41.5,over,40,over,55
JAC 10 @ CLE 14,2011-11-20,36.5,under,34.5,under,24
OAK 27 @ MIN 21,2011-11-20,44,over,46,over,48
CAR 35 @ DET 49,2011-11-20,48.5,over,47.5,over,84
TB 26 @ GB 35,2011-11-20,49,over,48.5,over,61
DAL 27 @ WAS 24,2011-11-20,41.5,over,43,over,51
ARI 7 @ SF 23,2011-11-20,41.5,under,40.5,under,30
SEA 24 @ STL 7,2011-11-20,37.5,under,40.5,under,31
TEN 17 @ ATL 23,2011-11-20,44.5,under,44,under,40
SD 20 @ CHI 31,2011-11-20,46.5,over,45,over,51
PHI 17 @ NYG 10,2011-11-20,47,under,45.5,under,27
KC 3 @ NE 34,2011-11-21,48,under,46,under,37
NFL Week 11 Over Under Totals 2010,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
CHI 16 @ MIA 0,2010-11-18,39.5,under,40,under,16
OAK 3 @ PIT 35,2010-11-21,41.5,under,41,under,38
HOU 27 @ NYJ 30,2010-11-21,44.5,over,46,over,57
BAL 37 @ CAR 13,2010-11-21,37,over,37,over,50
WAS 19 @ TEN 16,2010-11-21,43,under,44,under,35
DET 19 @ DAL 35,2010-11-21,46,over,47.5,over,54
GB 31 @ MIN 3,2010-11-21,43.5,under,45,under,34
BUF 49 @ CIN 31,2010-11-21,43.5,over,41,over,80
CLE 20 @ JAC 24,2010-11-21,42,over,43,over,44
ARI 13 @ KC 31,2010-11-21,42,over,45,under,44
SEA 19 @ NO 34,2010-11-21,44,over,44.5,over,53
ATL 34 @ STL 17,2010-11-21,43,over,43,over,51
TB 21 @ SF 0,2010-11-21,40.5,under,41,under,21
IND 28 @ NE 31,2010-11-21,50.5,over,49.5,over,59
NYG 17 @ PHI 27,2010-11-21,48,under,47.5,under,44
DEN 14 @ SD 35,2010-11-22,48,over,50,under,49
NFL Week 11 Over Under Totals 2009,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
MIA 24 @ CAR 17,2009-11-19,43.5,under,42,under,41
CLE 37 @ DET 38,2009-11-22,38.5,over,37.5,over,75
BUF 15 @ JAC 18,2009-11-22,42.5,under,41,under,33
PIT 24 @ KC 27,2009-11-22,38.5,over,39.5,over,51
IND 17 @ BAL 15,2009-11-22,44.5,under,44,under,32
ATL 31 @ NYG 34,2009-11-22,46.5,over,46,over,65
SF 24 @ GB 30,2009-11-22,42.5,over,42,over,54
SEA 9 @ MIN 35,2009-11-22,46.5,under,47,under,44
WAS 6 @ DAL 7,2009-11-22,41.5,under,41.5,under,13
NO 38 @ TB 7,2009-11-22,51,under,51,under,45
ARI 21 @ STL 13,2009-11-22,46,under,46.5,under,34
NYJ 14 @ NE 31,2009-11-22,45,push,45,push,45
